order_id,customer_id,days_rented,days_late,grand_total,points_used,earned_points,date_issued,return_status
REC00286,CUST024,10,0,67.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00287,CUST019,1,2,54.0,0,2,2026-08-30 16:35:07,คืนสาย (Late)
REC00288,CUST010,1,0,14.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00289,CUST025,7,0,47.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00290,CUST026,3,0,20.0,0,2,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00291,CUST016,7,0,141.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00292,CUST016,10,0,201.0,0,4,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00293,CUST006,7,2,268.0,0,4,2026-08-30 16:35:07,คืนสาย (Late)
REC00294,CUST026,7,0,188.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00295,CUST011,10,1,154.0,0,2,2026-08-30 16:35:07,คืนสาย (Late)
REC00296,CUST010,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00297,CUST016,1,0,14.0,0,3,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00298,CUST028,1,0,28.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00299,CUST008,10,0,268.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
REC00300,CUST022,7,0,188.0,0,5,2026-08-30 16:35:07,ตรงเวลา (On-time)
